"","Unique_ID","Name","Views","Comments","Likes","Popularity","Followers","Day_Stamp","Month_Stamp","Year_Stamp","Hour_Stamp","Min_Stamp","Sec_Stamp","songs.Genreall.music","songs.Genrealternativerock","songs.Genreambient","songs.Genreclassical","songs.Genrecountry","songs.Genredanceedm","songs.Genredeephouse","songs.Genredisco","songs.Genredrumbass","songs.Genredubstep","songs.Genreelectronic","songs.Genrefolksingersongwriter","songs.Genrehiphoprap","songs.Genreindie","songs.Genrelatin","songs.Genremetal","songs.Genrepop","songs.Genrerbsoul","songs.Genrereggaeton","songs.Genrerock","songs.Genretrap"
"38273",1187755,641,61890,3.09104245335832,223,1213,15479,8,9,2016,23,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38276",1144717,639,38325,4.83628190695148,858,3062,143726,31,1,2014,16,51,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38277",221106,178,19661,3.25809653802148,35,2127,141507,3,2,2016,18,25,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"38281",1018362,567,40310,4.57471097850338,161,2107,174379,31,10,2016,10,10,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38282",125156,117,161309,4.07753744390572,7106,1583,156764,22,12,2016,18,36,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38283",946597,789,26683,4.31748811353631,105,2079,22305,14,2,2017,15,21,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38293",682933,500,125756,4.24849524204936,3321,4746,49169,29,1,2018,15,50,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38294",959591,553,194463,3.98898404656427,4678,5664,5143,26,1,2018,16,50,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38305",287798,236,39081,6.18414889093748,1745,5316,57080,3,8,2017,17,6,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38306",97829,83,47668,3.43398720448515,6784,3032,24429,18,9,2017,10,53,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38309",406092,315,2772438,6.32435896238131,5963,1041,204998,26,4,2016,18,7,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38310",1074490,594,219759,5.03043792139244,4516,140,94046,9,9,2014,16,0,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38312",272254,627,92778,5.99893656194668,2720,5326,22814,1,8,2017,2,55,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38315",134586,127,147094,4.78749174278205,7836,258,128465,28,9,2018,16,19,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38316",452552,339,63103,6.20455776256869,2027,4994,106971,22,1,2018,15,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38325",653403,38,401773,4.63472898822964,5218,1148,248,27,9,2013,15,51,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38327",233015,179,30226,3.71357206670431,1391,3077,30037,25,7,2018,19,13,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38329",142086,135,19408,4.49980967033027,7585,2144,47142,14,4,2014,23,36,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38331",571774,448,33662,3.43398720448515,9088,1002,8929,3,6,2018,19,36,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38332",234393,180,77513,3.68887945411394,2647,4250,44794,22,8,2017,16,40,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38340",84254,75,61679,5.39362754635236,2883,70,6122,8,12,2018,0,38,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38342",142007,135,30753,4.00733318523247,158,2176,47142,14,12,2016,1,53,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38343",79754,60,371651,5.29831736654804,1067,1369,66162,21,12,2015,18,30,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38345",257223,197,418496,4.12713438504509,1072,4646,47883,13,9,2018,20,19,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38348",973042,558,58311,4.04305126783455,12,1022,103301,23,4,2016,20,5,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38353",1197000,645,7753,5.09375020080676,5999,2079,67797,15,5,2016,17,12,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38355",473114,351,62384,3.58351893845611,289,1169,66412,22,5,2014,20,22,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38358",466511,348,38164,3.17805383034795,8477,2106,16673,18,5,2018,14,35,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38359",352707,289,51731,4.74493212836325,788,2119,17346,20,3,2017,19,18,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38362",630258,484,36536,3.55534806148941,4964,3088,176366,7,4,2010,18,31,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38364",540034,414,13101,4.02535169073515,4821,2066,165268,13,2,2012,19,55,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38367",24910,23,26343,3.66356164612965,604,3010,113537,16,10,2017,21,39,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38372",92470,78,499214,5.52146091786225,1190,1653,157004,28,10,2016,15,9,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38378",380670,305,222067,4.90527477843843,7354,1329,63825,20,3,2017,17,11,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38385",1393469,84,3617,3.04452243772342,2606,2,90704,28,6,2011,21,17,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38386",383653,310,519450,5.25227342804663,1098,1691,63704,19,6,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38388",128001,122,105430,5.04985600724954,2680,609,59639,22,8,2016,12,44,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38389",109067,99,496703,4.64439089914137,8692,1210,13423,24,11,2018,13,34,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38390",511334,391,106947,4.33073334028633,647,2160,66749,27,3,2012,10,7,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38392",294785,247,54792,3.87120101090789,807,2262,52808,6,1,2016,13,23,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"38398",681056,499,15626,3.13549421592915,4770,999,22248,12,6,2017,8,53,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38399",1085330,605,8437,3.17805383034795,21,1163,10144,19,2,2019,19,37,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38400",1499478,801,43034,3.63758615972639,1664,3096,53398,20,4,2018,15,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"38411",14299,208,112682,3.40119738166216,400,1000,131670,12,1,2015,22,47,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38413",907645,531,43391,3.97029191355212,9049,3021,155645,14,4,2014,17,31,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38415",350192,282,54013,3.25809653802148,9034,1100,6225,19,5,2015,15,54,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38419",108489,98,34876,3.58351893845611,313,2184,74245,4,11,2014,20,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38425",1114456,623,28120,5.36129216570943,1402,4250,142456,11,6,2018,15,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38427",548033,416,3912556,4.65396035015752,7669,114,102173,16,11,2018,19,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38432",111205,105,77845,4.21950770517611,1628,3100,113060,16,2,2016,14,26,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38434",906903,530,94172,4.45434729625351,1768,3679,75553,4,9,2015,16,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38440",242120,202,2845,4.12713438504509,9133,5306,6084,30,6,2018,7,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"38458",495608,370,787821,4.20469261939097,1128,2975,1633,14,10,2018,2,40,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38461",92544,78,150504,4.20469261939097,2668,4215,157004,7,3,2016,15,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38464",572605,449,3584,5.82600010738045,4897,3083,20271,6,9,2018,3,2,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38475",24933,23,242765,3.80666248977032,8610,657,113537,4,3,2016,18,14,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38478",350644,283,225306,3.80666248977032,2647,2239,14716,25,4,2016,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38483",134946,129,305990,4.26267987704132,3151,4311,152640,19,12,2013,5,35,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38484",281204,219,244026,3.40119738166216,6632,3690,39101,2,11,2017,1,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38488",661868,495,12448,3.17805383034795,5993,1008,81613,15,5,2017,11,16,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38489",234809,181,239875,4.53259949315326,8931,1849,40794,29,7,2017,22,29,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38490",260477,201,221698,3.17805383034795,3970,2219,43844,11,5,2015,16,27,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38501",92563,78,138299,3.61091791264422,933,2120,157004,1,10,2015,14,56,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38508",92505,78,309788,5.12396397940326,8628,491,157004,13,7,2016,15,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38509",103776,93,553215,5.95064255258773,1217,2603,201165,10,2,2016,19,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38510",1322041,713,3155,3.49650756146648,2348,3754,87682,1,8,2018,6,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38511",1531916,817,386017,5.90263333340137,1069,1377,146569,27,7,2016,15,23,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38512",233010,179,29813,3.40119738166216,1627,3083,30037,17,8,2018,17,44,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38513",539420,414,50840,3.3322045101752,9148,1094,165268,25,1,2018,9,25,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38527",1263917,673,2077354,4.18965474202643,1047,170,7919,26,10,2018,23,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38536",256088,196,2092533,5.29330482472449,5966,1620,73750,24,8,2017,19,49,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38541",1428224,764,38468,4.23410650459726,7748,1138,201030,24,3,2013,21,7,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38542",1363637,725,10026,4.47733681447821,3657,5663,8456,14,4,2017,12,27,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38544",959587,553,98697,3.40119738166216,1895,3096,5143,21,6,2018,15,20,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38547",123820,115,28691,3.09104245335832,295,1144,161447,20,10,2018,12,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38552",1362941,724,1059171,3.17805383034795,1256,4991,206858,8,12,2017,16,24,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38554",321608,266,39099,3.29583686600433,1407,3738,100197,22,10,2017,18,24,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38561",14172,208,918994,3.36729582998647,1067,3762,131670,16,10,2015,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38562",235250,187,88503,3.68887945411394,3214,2265,7516,22,1,2019,16,58,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38564",499479,376,57440,3.13549421592915,140,2264,23501,1,10,2012,20,19,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38567",268353,206,355582,4.26267987704132,1041,4217,85070,21,6,2018,16,56,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38568",1392504,738,422643,4.27666611901606,1062,1327,49788,15,9,2015,16,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38574",245871,209,21688,3.40119738166216,4836,5049,13146,6,10,2018,6,24,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38582",568873,447,226271,5.24702407216049,2294,3028,134096,20,5,2014,22,5,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38592",907781,531,14203,3.78418963391826,2572,2268,155645,24,9,2012,18,45,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38593",568788,447,233103,3.58351893845611,543,5605,134096,21,10,2015,1,0,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38596",1557621,556,59924,3.68887945411394,346,3071,5106,7,5,2018,2,20,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38598",433539,325,60272,3.73766961828337,364,2972,23043,30,4,2016,7,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38606",907909,531,28211,4.39444915467244,4741,2186,155645,2,3,2011,17,26,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38610",92369,78,59867,3.2188758248682,1436,2262,157004,7,10,2017,10,55,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38618",1322207,713,8509,4.86753445045558,4922,1077,87682,5,5,2018,10,53,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38629",411,5,98776,5.16478597392351,915,2222,176252,29,6,2011,20,41,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38634",1428192,764,101450,5.00394630594546,1687,4655,201030,1,9,2013,15,55,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38644",42136,46,54909,4.70048036579242,813,2975,196619,7,9,2017,15,22,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38647",336893,275,160054,5.22035582507832,1617,3025,79397,6,2,2013,11,7,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38648",289799,237,83980,4.34380542185368,3197,5072,82415,23,4,2018,18,17,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38652",651576,489,264525,5.24174701505964,1093,1700,114655,11,3,2018,20,42,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38653",289792,237,90657,4.24849524204936,1838,4642,82415,27,5,2018,12,39,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38656",598514,461,2240041,5.16478597392351,3587,4992,180080,19,10,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38659",1428052,764,46781,3.68887945411394,273,2987,201030,18,1,2016,16,53,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38660",145198,139,45659,4.06044301054642,8317,2180,118741,3,4,2014,14,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38663",1114564,623,26011,4.99721227376411,148,1078,142456,31,7,2017,14,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38665",1021824,573,20284,3.29583686600433,5825,5026,10563,16,8,2016,18,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"38670",23594,714,8706,3.52636052461616,3598,4182,622,6,7,2018,11,22,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38671",175631,171,23170,4.20469261939097,8348,1125,143743,20,5,2015,15,40,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38675",346972,279,221128,3.17805383034795,5095,2085,35556,9,3,2018,13,6,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38676",1027798,643,39119,3.43398720448515,340,2100,196556,13,11,2014,20,52,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38690",1142340,637,111998,4.39444915467244,1875,3735,6735,28,5,2017,16,51,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38694",494020,365,3529,4.24849524204936,2390,4653,6970,31,12,2018,12,50,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38697",250191,186,486911,4.04305126783455,1070,4700,51377,24,10,2017,23,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38698",1114553,623,23742,5.16478597392351,188,1182,142456,8,9,2017,17,43,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38701",1548593,833,189465,4.59511985013459,1093,1317,82016,17,5,2018,13,56,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38704",258343,200,46164,3.17805383034795,334,2160,72214,15,8,2016,12,25,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38706",1360958,722,30367,3.04452243772342,8456,2124,192373,29,10,2018,15,18,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38709",220988,178,125618,4.77068462446567,5737,607,141507,16,1,2017,15,14,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"38713",1432791,765,21052,3.36729582998647,3773,5697,76211,14,4,2014,10,11,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38717",662185,495,33162,3.61091791264422,9205,2141,81613,18,3,2014,16,39,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38719",232995,179,32085,3.98898404656427,1785,3733,30037,30,10,2018,19,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38721",948005,540,43669,4.12713438504509,47,1004,58140,19,6,2011,16,35,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38724",1359250,717,94049,5.03043792139244,3215,5069,10877,19,7,2018,14,54,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38742",1432669,765,16632,3.43398720448515,6757,1020,76211,6,11,2014,17,55,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38743",509297,385,355655,4.60517018598809,8575,721,16535,8,12,2016,19,18,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38746",111244,105,196656,4.92725368515721,3120,5417,113060,15,4,2014,20,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38748",1322797,713,13027,5.08140436498446,6778,1207,87682,6,6,2017,9,4,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38750",907670,531,37539,4.11087386417331,7722,2238,155645,25,11,2013,18,50,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38752",1549122,834,397894,3.93182563272433,5544,3708,170696,14,9,2015,22,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38755",1018336,567,36550,4.12713438504509,153,2157,174379,26,6,2017,9,43,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38758",1364851,728,178116,5.54126354515843,4448,5081,115213,30,4,2015,19,5,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38764",142047,135,44212,4.85203026391962,703,3717,47142,9,3,2015,17,29,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38775",560929,429,3257521,4.66343909411207,2518,446,11839,22,6,2017,9,11,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38781",1455001,767,19824,3.63758615972639,5850,4986,59968,2,7,2015,18,46,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38785",289820,237,133095,5.34233425196481,4719,495,82415,17,10,2017,15,35,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38794",134346,126,2787999,5.47646355193151,5898,4822,95733,5,10,2015,8,13,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"38796",1144294,639,4471,3.17805383034795,3693,3769,143726,5,1,2016,16,39,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38798",39063,42,192643,3.85014760171006,2307,4322,89886,24,2,2017,17,29,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38805",1032212,574,19198,3.40119738166216,6802,1004,64073,12,12,2014,9,18,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38808",1059918,580,32976,6.30627528694802,711,4317,91339,2,12,2017,16,0,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38809",308577,252,895159,5.60947179518496,2425,3595,192024,16,9,2015,17,27,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38814",511319,391,126938,4.43081679884331,939,2181,66749,13,6,2013,15,38,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38815",1139901,296,1894731,5.01727983681492,1144,733,16641,24,1,2019,2,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"38817",1078069,601,1852977,5.52545293913178,2397,873,177856,29,4,2013,5,32,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38823",1114479,623,35163,5.65948221575962,2109,3660,142456,20,4,2018,15,42,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38824",1075534,593,122011,5.29831736654804,4013,5412,142088,22,10,2014,17,9,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38831",1173937,640,170968,4.04305126783455,2016,1029,13297,7,1,2015,5,59,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38839",220963,178,150071,4.69134788222914,7231,610,141507,7,6,2017,17,18,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"38842",566837,440,94447,5.12396397940326,891,3062,36043,5,4,2014,19,18,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38845",233036,179,124369,4.14313472639153,6695,169,30037,19,2,2018,19,53,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38847",1462830,777,113664,3.58351893845611,1747,2124,134912,6,11,2016,11,41,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38850",1264750,674,147094,3.63758615972639,3492,1121,46295,2,7,2018,4,9,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38863",1240347,659,2422,5.41610040220442,3637,2119,7177,23,11,2018,11,14,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38869",523680,404,316928,4.07753744390572,5535,30,30601,11,5,2017,17,7,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38884",97838,83,45009,3.73766961828337,6870,3695,24429,11,8,2017,13,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38887",352358,288,99720,5.9427993751267,2243,5357,38674,30,6,2015,15,45,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38894",119416,113,52939,3.97029191355212,3434,4620,12890,3,9,2018,22,8,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38897",105710,94,38846,3.85014760171006,238,1140,11057,19,11,2018,16,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38898",599837,463,51094,4.75359019110636,1970,3685,21351,9,10,2018,17,11,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38900",1380684,735,169527,5.10594547390058,3312,4285,83052,15,4,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38907",237137,183,296272,4.89783979995091,3324,3027,66249,16,9,2014,23,29,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38909",27184,27,987399,4.34380542185368,3843,877,131535,7,11,2013,18,37,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38911",1322928,713,11373,4.85203026391962,4945,1101,87682,25,1,2017,8,59,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38914",1064175,585,327982,3.04452243772342,5568,2219,12455,7,4,2014,22,10,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38916",380669,305,246994,6.36647044773144,8237,1683,63825,17,4,2017,17,46,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"38917",556752,424,409820,5.00394630594546,5058,5070,3623,26,8,2012,12,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
