"","Unique_ID","Name","Genre","Song_Name","Views","Comments","Likes","Popularity","Followers","Day_Stamp","Month_Stamp","Year_Stamp","Hour_Stamp","Min_Stamp","Sec_Stamp"
"34184",1196842,"Riddim Network","danceedm","Laetus - UNDERGROUND (Riddim Network Exclusive) Free Download",35958,5.78074351579233,818,3776,67797,19,7,2018,19,12,5
"34187",249144,"KeeBin ✪","electronic","To The Moon Back ( Remix DJ KeeBin )",5186,6.03548143252476,5806,3664,20482,18,12,2018,7,50,29
"34193",1143831,"Resident Advisor","ambient","RA.622 Alienata",19710,4.34380542185368,347,2118,143726,30,4,2018,6,50,24
"34198",1454961,"tsuruda","electronic","balderdash",33202,4.85203026391962,679,2955,59968,14,2,2017,23,31,9
"34202",374510,"Gallant","rbsoul","Haha No One Can Hear You!",74509,3.52636052461616,1925,3724,110531,31,8,2018,3,59,4
"34206",1271645,"Similar Outskirts","danceedm","Similar Outskirts - Blast Off",18490,3.93182563272433,3829,4197,8731,13,2,2016,19,35,56
"34207",1018338,"Nora En Pure","electronic","Purified #056",39306,3.89182029811063,245,2118,174379,29,5,2017,7,58,0
"34222",1499479,"Wakaan","dubstep","TYNAN - Drifter",39955,3.58351893845611,1797,3023,53398,20,4,2018,15,0,23
"34225",483512,"Jadū Dala","danceedm","leet & Snuffy - Incoherent (JADŪ079)",53247,5.23644196282995,2082,3764,23883,17,1,2018,17,20,45
"34228",1380634,"The Upbeats","electronic","George FM Summer Takeover E07",13343,3.25809653802148,3815,4720,83052,15,2,2016,0,14,55
"34234",50447,"arael","electronic","sorry about it all",24817,3.52636052461616,8477,1139,11614,20,9,2016,18,56,50
"34249",446584,"HIGH ON MUSIC","pop","Eklo - Let's Go Home",1079831,4.81218435537242,1254,2007,148143,9,4,2015,16,30,59
"34253",913560,"Moving Castle","electronic","Rusty Hook - Everything (feat. Ria)",120355,3.98898404656427,3273,5025,76896,2,11,2017,15,5,14
"34259",1432019,"trndmsk","deephouse","Yohoros - Kuzzura (San Miguel Remix)",10425,3.3322045101752,5924,1045,76211,22,6,2018,12,15,4
"34262",1403786,"Touliver","all-music","MR.A - Tell Me Why ( Original )",187982,4.87519732320115,423,1121,127475,11,12,2011,19,3,20
"34267",1120134,"Queen","rock","Love Of My Life (Remastered 2011)",234757,3.25809653802148,4018,1,70299,1,1,2011,0,0,0
"34271",175696,"DHA AM (Deep House London)","electronic","Full Premiere: Fur Coat - There's No Time (Original Mix)",259012,5.36129216570943,8610,1596,143743,16,3,2014,14,24,53
"34278",23581,"Swunks","electronic","Swunkswapped: no dawdlin' around! + Skeleskirmish",2235,3.17805383034795,1056,2977,622,12,10,2018,15,48,14
"34280",467934,"Ella Mai","all-music","Just In Time",1451359,4.36944785246702,2400,893,170872,15,9,2015,15,59,38
"34284",1319418,"Subtronics","dubstep","Subtronics - Guillotine (CLIP)",7916,4.31748811353631,4818,5627,68881,7,4,2014,22,1,4
"34286",13793,"DJ R7","rbsoul","MC Kevin o Chris - Lança do Bom (DJ R7) Lançamento 2019",33379,3.25809653802148,9052,5709,131670,5,9,2018,20,45,11
"34291",491792,"jrmusic","electronic","Counting Stars (chiptune cover by James Roach)",51470,3.09104245335832,9093,5605,6396,25,1,2014,0,5,11
"34294",469801,"PLAYBOX","danceedm","Kaaze - Overrunning (Fuero Remix)| OUT NOW",65911,4.30406509320417,511,2245,16200,20,5,2016,13,0,44
"34296",232978,"Disciple Round Table","electronic","Adair & Surrendr - Like That",23213,3.29583686600433,1399,3064,30037,24,12,2018,2,14,9
"34297",483609,"Jadū Dala","danceedm","Shisto - Jungle Gym (JADŪ008)",40210,4.07753744390572,726,3732,23883,13,7,2016,15,54,39
"34299",554832,"KRANE","all-music","KRANE & QUIX - Next World",623937,5.71373280550937,2455,3383,154642,6,10,2017,17,27,23
"34300",142048,"Complexion","electronic","Future Beats Radio 074 W/ TroyBoi & Tyce",140507,5.07517381523383,3317,5065,47142,2,3,2015,17,37,32
"34304",1322694,"Sweet Musique","deephouse","PREMIERE : Modular Project - Andromeda (Nhar Late Morning Remix) [Nothing is Real Records]",12998,3.68887945411394,6807,1048,87682,31,8,2017,13,15,20
"34305",1322331,"Sweet Musique","deephouse","Sweet Mixtape #42 w/ Søren Laga",4887,3.8286413964891,1331,3754,87682,4,3,2018,15,44,28
"34310",476993,"JACKAL","electronic","In Love With Nobody",192223,5.4553211153577,8850,817,105639,13,11,2018,20,32,6
"34315",1321971,"Sweet Musique","deephouse","Sweet Mixtape #86 : Mia Mendi",2995,3.36729582998647,1207,3739,87682,14,9,2018,16,0,36
"34318",681149,"Maxximize On Air","danceedm","Maxximize On Air - Mixed by Blasterjaxx - Episode #013",79564,4.49980967033027,975,4643,22248,29,8,2014,19,53,6
"34330",281090,"DJ VITIN DO PC OFICIAL - Clique em Seguir","rbsoul","MC GW - NA ONDA DO BLACK LANÇA, TOMA CACETE BCT - DJ'S VITIN DO PC & PH DA SERRA = 2K19 = #FODA",45325,3.36729582998647,2904,2178,39101,15,2,2019,21,29,3
"34331",1457506,"TWOLOUD","danceedm","BIG BANG Radio Episode 002 :: PODCAST",17558,3.58351893845611,2561,5049,60805,9,1,2014,20,5,7
"34337",34468,"Alicks","electronic","stay for two years",41715,3.04452243772342,8439,1032,17728,7,11,2017,15,7,8
"34341",2486,"JAK3","rock","CALSUTMORAN X JAK3 X AGNARKEA - JENESIS",12154,3.04452243772342,4860,5087,7769,15,8,2018,18,54,37
"34342",253525,"DJ Blyatman","danceedm","DJ Blyatman - Kompot",130561,3.63758615972639,1456,5038,15821,24,1,2017,22,18,22
"34344",105721,"bitbird radio","electronic","San Holo presents: bitbird Radio #016 w/ Analogue Dear",29532,3.73766961828337,8313,1033,11057,18,6,2018,16,0,14
"34351",1142062,"ReauBeau","trap","Humans - Ennio (ReauBeau Remix)",63682,4.89034912822175,656,4249,4646,6,10,2016,6,12,54
"34352",568870,"LeagueofLegends","electronic","Deathfire Grasp",322699,5.07517381523383,3099,3021,134096,3,6,2014,3,20,24
"34359",376,"12th Planet","electronic","12th Planet, Virtual Riot, Twine - Gully Squad",627000,5.67332326717149,2459,3601,176252,23,11,2016,19,29,26
"34368",1196964,"Riddim Network","danceedm","Abyssal Behavior - Angel of Death (ft. Basstad) RNE (Free Download)",9650,4.71849887129509,4833,1116,67797,29,7,2016,16,20,29
"34369",551181,"Koni","danceedm","Koni - No Other",255925,4.83628190695148,6564,430,89496,19,2,2018,15,24,10
"34370",245856,"DJ RYCKO RIA [ account active ]","electronic","RR - SOLO BLACKPINK 2019 [ DJ RYCKO RIA ]",18254,3.36729582998647,5901,4692,13146,14,1,2019,9,23,14
"34382",599721,"Lil Tecca ✰","all-music","Lil Tecca - Callin (Prod. Tyto)",415309,3.8286413964891,5152,2201,18250,27,12,2017,18,8,2
"34385",946588,"VALENTINE","electronic","VALENTINE & Rob Araujo - Embrace (feat. patches)",117351,4.99043258677874,4246,5018,22305,5,7,2018,15,42,46
"34391",1401886,"TOKYO MACHINE","electronic","OKAY オーケー",208548,5.29330482472449,6039,5309,32122,22,8,2016,18,52,19
"34392",1233272,"Rudeejay","danceedm","Rudeejay presents ""bella musica da ballo 18""",6867,4.36944785246702,9097,4748,57921,4,9,2013,11,55,42
"34396",117927,"DJ Phong Melody","danceedm","Huỳnh Tú - Đường Một Chiều 2018 (Future Remix)",1340,4.85203026391962,1213,1079,6283,9,10,2018,11,37,36
"34403",322389,"Eric Bellinger","rbsoul","Eric Bellinger - Imagination",1020312,3.36729582998647,1284,138,140061,16,1,2015,19,56,4
"34412",1361072,"Tasty","electronic","Cole Sipe - Show You (feat. Haley Hostetter)",44709,3.25809653802148,197,998,192373,15,6,2015,18,22,55
"34414",81697,"Aux London","deephouse","The Chainsmokers - Young (Steve Reece Remix)",426408,4.48863636973214,1070,1465,174650,31,8,2017,17,44,47
"34419",187755,"Dharma Worldwide","danceedm","KSHMR - HOUSE OF CARDS (FT. SIDNIE TIPTON)",365704,4.96284463025991,1040,582,30244,16,2,2018,15,6,0
"34424",1522339,"WEVLTH","danceedm","HILLS",62273,4.36944785246702,839,3024,17464,28,10,2016,2,45,20
"34425",312237,"Electric Mantis","electronic","Electric Mantis Sample Pack!",101915,4.44265125649032,1812,3006,86579,10,3,2016,19,34,36
"34427",258340,"DJ Isaac","danceedm","Isaac's Hardstyle Sessions #87 | November 2016 (Live @ Defqon.1 Australia)",33579,3.04452243772342,134,1207,72214,14,11,2016,20,31,44
"34431",1018355,"Nora En Pure","electronic","Helvetic Nerds - You And The Music (FREE DOWNLOAD)",116911,3.40119738166216,2933,4302,174379,24,12,2016,14,55,25
"34434",111183,"BrennanHeart","danceedm","Brennan Heart presents WE R Hardstyle September 2017",79431,3.3322045101752,1407,2179,113060,22,9,2017,9,53,54
"34435",809245,"modernlove","electronic","Temper Tantrum",27269,3.13549421592915,4895,4627,42551,30,3,2014,16,22,57
"34437",1418872,"Tri Suprastomo Nitihardjo","pop","Virzha - Tentang Rindu",8343041,5.59471137960184,1181,2030,209,14,5,2018,2,37,31
"34445",551178,"Koni","danceedm","Koni - No Other (ALVN & Wanden Remix)",82952,3.91202300542815,1709,4317,89496,5,4,2018,16,55,51
"34451",1519992,"Pantheon Select","trap","Amp Live - Last Wall ft. The Grouch & Eligh (Dirt Monkey & Jantsen Remix)",462857,5.59471137960184,1162,2595,191199,17,12,2014,19,54,47
"34456",981878,"Nitti Gritti","electronic","Sample Pit (Gritti Pack Vol. 1 Demo)",27427,3.85014760171006,79,1097,47199,31,12,2016,20,15,55
"34467",1548628,"YOOKiE","electronic","YOOK!E - Yaah",284065,4.81218435537242,5305,5403,82016,30,6,2013,22,29,32
"34469",235249,"DJ ARTHUZIIN","rbsoul","MTG - SO SOCADINHA E TAPA NA CARA - DJ ARTHUZIIN",23462,3.13549421592915,82,1078,7516,28,1,2019,16,51,25
"34471",362,"12th Planet","electronic","What So Not & San Holo - If You Only Knew (feat. Daniel Johns)(12th Planet Remix)",73445,3.71357206670431,4349,5327,176252,16,11,2018,7,26,18
"34476",137492,"CloZee","electronic","Mr. Bill - Cheyah (CloZee Remix)",41909,4.61512051684126,9168,1103,109236,7,1,2013,19,26,57
"34477",294847,"EATBRAIN","drumbass","Dabs & L 33 - Rawbot (Eatbrain016)",23126,3.2188758248682,9055,1138,52808,1,6,2015,15,34,29
"34479",1315745,"Stil vor Talent","electronic","Oliver Koletzki & Niko Schwind - Subati (Andhim's Electrica Cucar Remix) [Full Track]",111280,3.98898404656427,4627,4276,128788,2,8,2018,15,23,13
"34489",1568440,"Zimmer","electronic","Ella (Amadei & Zimmer edit)",303829,5.2040066870768,5686,554,88927,13,3,2014,13,21,35
"34490",683010,"Maxximize Records","danceedm","Vato Gonzalez & Sebastian Bronk - Hyper Riddim (Radio Edit) [OUT NOW]",353473,5.25749537202778,7892,575,49169,20,7,2016,10,1,8
"34502",567173,"Late June","electronic","Things I Wish I Said",71480,3.93182563272433,1451,3715,22932,8,8,2017,20,59,47
"34504",1085339,"Playground Radio","electronic","Louis The Child Playgroud Radio #015",35054,3.09104245335832,457,2081,10144,16,10,2018,17,43,28
"34505",564854,"Lane 8","electronic","Lane 8 - In My Arms",320361,4.97673374242057,8223,1588,151577,28,11,2016,18,38,13
"34510",313092,"Eli Sostre","all-music","blame prod. by soriano",459674,4.35670882668959,1096,945,37582,26,6,2017,16,37,11
"34513",175291,"DHA AM (Deep House London)","electronic","Pretty Pink - DHL Mix #138",25891,3.63758615972639,20,1184,143743,5,4,2017,8,59,40
"34520",118353,"DJ CABELÃO DO TURANO (BAILE DA AUSTRÁLIA) ®","rbsoul","PODCAST 009 DJ CABELÃO DO TURANO 2017 - PART. XANAÍNA QUERESLEITE",409753,4.24849524204936,1133,5628,35611,20,5,2017,22,3,24
"34522",1361056,"Tasty","electronic","Icy Lust - Downtown Maglev",65985,3.58351893845611,142,1123,192373,12,10,2015,17,23,52
"34523",483524,"Jadū Dala","danceedm","Pyrekt - Flip That (JADŪ067)",53985,3.49650756146648,518,3078,23883,11,10,2017,16,1,26
"34527",1542698,"Yung Gravy","all-music","Knockout [prod. engelwood x jaeden camstra]",1421370,5.7268477475872,2547,763,180045,13,4,2018,4,0,44
"34528",335755,"Father Funk","electronic","Pete Rock & C.L Smooth - T.R.O.Y (Father Funk Remix) [FREE DOWNLOAD]",31481,3.78418963391826,7702,1031,26378,12,1,2015,19,14,52
"34534",145203,"Coone","danceedm","Showtime (Radio Edit) (with Hard Driver)",128367,4.53259949315326,1806,4280,118741,15,12,2013,12,34,38
"34537",1018304,"Nora En Pure","electronic","Purified #085",27831,3.98898404656427,9069,1118,174379,9,4,2018,8,0,0
"34540",438092,"HEXAGON","deephouse","Bali Bandits - KABOOM",674286,6.04263283368238,1310,2359,152245,11,11,2016,16,10,43
"34541",445214,"Aminé","hiphoprap","Not At All - Kaytranada (Aminé Remix)",612949,4.57471097850338,1227,2285,198880,25,7,2014,3,55,1
"34543",1364885,"Teminite","danceedm","PsoGnar - Army Of Jah (Teminite Remix)",61055,4.23410650459726,121,1146,115213,28,7,2013,22,32,51
"34545",31618,"Afterlife","electronic","Mathame - Skywalking",17874,4.31748811353631,1716,3655,62307,22,2,2019,11,55,17
"34546",1432692,"trndmsk","deephouse","Tube & Berger, Paji - Reliquia",192743,3.78418963391826,5463,5069,76211,8,10,2014,11,44,34
"34558",662163,"Masters of Hardcore","danceedm","Official Masters Of Hardcore Podcast by Korsakoff 009",58545,3.91202300542815,799,2182,81613,21,2,2015,17,2,28
"34561",701906,"Midland","electronic","Midland - Checkbob [Autonomous Africa Vol.2]",47046,3.97029191355212,717,2264,71832,1,7,2013,18,8,47
"34562",1114478,"Quartzo Records","danceedm","Nick Double - Deflect (OUT NOW!) [FREE]",24544,5.11198778835654,1563,3021,142456,23,4,2018,15,13,50
"34564",476994,"JACKAL","electronic","Don't Come Near Me I Am A Monster",186752,5.57594910314632,8178,651,105639,25,9,2018,20,26,39
"34565",1432207,"trndmsk","deephouse","Jonas Saalbach - Roots",24025,3.2188758248682,8496,1209,76211,23,11,2017,18,15,54
"34573",1197059,"Riddim Network","danceedm","DARKZ - MARIO COOKERZ(Riddim Network Volume One) Free Download",4267,4.75359019110636,2632,1002,67797,20,1,2016,20,0,57
"34579",913631,"Moving Castle","electronic","Stardust - Music Sounds Better With You (WRLD Remix)",860878,5.18738580584075,1128,1708,76896,26,11,2014,15,53,1
"34584",491767,"jrmusic","electronic","HAHA OK IMAGINE ""GHOST FIGHT"" FROM UNDERTALE BUT WITH A REALLY AWFUL SAXAPHONE PATCH I FOUND HAHAHA",46043,4.35670882668959,69,5638,6396,3,12,2015,3,26,40
"34589",973093,"Ninety9Lives","danceedm","Xan Griffin - Voyage",49577,4.12713438504509,51,1050,103301,8,2,2016,0,5,24
"34590",384008,"Good Enuff","danceedm","SVDKO - Worth It",145593,4.7361984483945,4032,5016,58988,23,5,2016,19,15,14
"34591",682946,"Maxximize Records","danceedm","Wasback & D3FAI - Flight 49 (Blasterjaxx Edit)(Preview) [Out on October 30]",34069,3.46573590279973,9028,2103,49169,25,10,2017,13,40,32
"34602",1360036,"T-Mass","trap","R3hab - Trouble (T-Mass Remix)",52390,3.3322045101752,1374,3022,181298,19,12,2018,19,58,8
"34603",293479,"Dutch Revz","all-music","For A While (Prod. Mellowh & Dutch Revz)",268255,4.71849887129509,6059,3656,13922,21,8,2018,12,35,24
"34607",151377,"Dan Farber","electronic","Time For Living feat. Boy Matthews",172937,3.89182029811063,5441,177,58693,3,11,2017,15,20,7
"34608",335255,"Far Out","electronic","Far Out - Revolt",83867,5.77144112313002,1560,4622,28124,22,11,2017,16,0,5
"34610",1508141,"WB x MB","electronic","Audigy & WB x MB Ft. Don Cotti - Level Up",49979,5.46806014113513,1647,5007,15839,15,5,2017,13,25,34
"34617",681153,"Maxximize On Air","danceedm","Maxximize On Air - Episode #009",84674,4.46590811865458,772,4295,22248,5,8,2014,11,24,1
"34619",253519,"DJ Blyatman","danceedm","DJ Blyatman - Slav King(Instrumental)",162752,4.14313472639153,1743,1076,15821,12,4,2017,19,43,18
"34635",1229325,"Robot Heart","electronic","Jon Charnis - Robot Heart - Burning Man 2016",59676,4.68213122712422,2818,4677,154824,13,4,2017,18,9,1
"34645",494760,"Jesse Bloch (Bootlegs & Mashups)","danceedm","Akon - Right Now [Na Na Na] (Jesse Bloch 2k18 Bootleg) *full download available*",24472,6.42648845745769,167,4267,66271,15,11,2018,6,13,43
"34650",257273,"DJ GUI MARQUES","rbsoul","MC GW - MEDLEY PRAS FAVELAS - {GUI M@RQUES}",389682,3.43398720448515,8552,4263,47883,15,8,2017,20,23,51
"34657",116965,"BigHit OFFICIAL","electronic","BTS Jungkook - 'All of My Life' (Cover)",38001,3.98898404656427,2638,2077,24978,30,10,2018,11,22,0
"34660",452495,"Hybrid Trap 🔥","trap","iBizzet - Drowning",45780,5.2040066870768,705,3100,106971,4,6,2018,15,3,33
"34662",694322,"Menumas","electronic","Menumas - Legalize",184240,3.13549421592915,6107,2157,31423,16,12,2014,8,21,30
"34665",220789,"Disciple ♛ ♜ ♞","dubstep","Barely Alive & Modestep - Our Own Way",72124,5.01727983681492,6384,222,141507,11,2,2019,19,17,31
"34666",128018,"Chime","danceedm","Volterix - Quantum (Chime Remix)",30638,3.91202300542815,108,1208,59639,27,9,2015,20,0,27
"34669",1108234,"Protocol Recordings","danceedm","Maximals - Don't Know Where",26040,3.04452243772342,416,5435,166617,1,3,2018,14,10,40
"34672",1561554,"Yvng Jalapeño","electronic","Slumberjack - RA (Yvng Jalapeño Edit)",117400,4.96284463025991,4998,276,12899,10,10,2016,6,32,10
"34678",572601,"LEEDJ - Fb: Bùi Kim Tân - DJ MR.LEE ✪","danceedm","In For The Kill - ElsoQ Remix",4945,5.94803498918065,6735,3692,20271,24,10,2018,11,37,32
"34681",14149,"DJ R7","rbsoul","MC Menor Da VG - Pontuação (DJ R7) Lançamento 2015",404723,3.66356164612965,6627,3082,131670,26,11,2015,0,40,0
"34682",258359,"DJ Isaac","danceedm","Isaac's Hardstyle Sessions #74 | October 2015",33842,3.25809653802148,9109,1161,72214,11,10,2015,15,5,14
"34690",1568394,"Zimmer","electronic","Zimmer - Wildflowers (ft. Panama)",61832,3.91202300542815,909,3069,88927,30,10,2018,16,46,0
"34697",294473,"EATBRAIN","drumbass","Jade - Man Eating Lizard Dragon (DNB VIP) (Eatbrain066)",68261,4.46590811865458,2789,3730,52808,12,9,2018,11,53,10
"34698",1229409,"Robot Heart","electronic","Andy Caldwell - Robot Heart - Burning Man 2013",66455,5.0998664278242,1549,3723,154824,28,3,2014,13,11,17
"34699",1361117,"Tasty","electronic","Rhodz - Reflection of Happiness (feat. Colate)",166421,4.53259949315326,2258,3069,192373,1,12,2014,15,33,34
"34712",433513,"Heartfeldt Radio","danceedm","Sam Feldt - Heartfeldt Radio #43",52896,3.85014760171006,299,2203,23043,5,11,2016,8,0,58
"34723",694779,"Metanoia Music","danceedm","AMIDY - Memory",254903,4.23410650459726,1964,4293,123501,11,12,2017,15,55,50
"34725",1428068,"Tritonal","danceedm","Tritonia 103",57057,3.49650756146648,446,2967,201030,21,9,2015,14,47,15
"34726",660081,"MARTY BALLER","all-music","Marty Baller Feat. ASAP Ferg (Produced by Slade Da Monsta) - Big Timers",1123931,4.70953020131233,2429,3225,16175,25,12,2015,20,8,0
"34738",678620,"Mateus Santiago","rock","Marília Mendonça - BEM PIOR QUE EU - (Todos Os Cantos)",1056391,3.40119738166216,2547,2953,1754,7,9,2018,14,22,51
"34739",1173859,"RetroSpecter","electronic","'Death Due To-Marrow' - Undertale: Megalovania Remix by RetroSpecter",378526,5.3890717298165,6063,2177,13297,5,11,2015,23,56,25
"34740",381977,"G JONES","electronic","G JONES - CIRCLE LIMIT",20311,4.51085950651685,6788,1021,121113,4,11,2011,19,20,8
"34743",282868,"DJ WJ DA INESTAN | TROPA DO GORDÃO","rbsoul","MTG = ELA É NOVINHA, ESPECIALISTA = ( DJ WJ DA INESTAN )",41271,3.29583686600433,429,1185,5197,10,4,2018,19,41,24
"34753",256064,"DJ GABRIEL DO BOREL","all-music","SEQUENCIA DE BEAT BOREL 003 [[ DJ GABRIEL DO BOREL ]]",759819,5.40267738187228,2488,10,73750,27,9,2018,22,0,29
"34762",281130,"DJ VITIN DO PC OFICIAL - Clique em Seguir","rbsoul","MC'S FAHAH SACI E SPENCER = CRIMINALISTICA 003 = DJ'S VITIN DO PC E PH DA SERRA = 2K18 = #LENDARIA",202433,3.8286413964891,6323,3104,39101,3,10,2018,21,5,37
"34769",1507692,"Wasp Records","danceedm","Fresh Dom - Sweet House (Original Mix) ★ OUT NOW ON BEATPORT ★",26793,3.17805383034795,1153,1056,10888,30,8,2018,15,10,41
"34773",39075,"AMTRAC","electronic","LOVER (ORIGINAL MIX)",276277,4.40671924726425,6285,457,89886,6,11,2015,18,2,8
"34774",287794,"Drop Central 💧","electronic","Andy Alent & Mutterage - Kill It",22673,5.53338948872752,266,3715,57080,31,8,2017,14,15,7
"34777",24926,"AC Slater","electronic","AC Slater Mix for Tom Shorterz // Rinse FM (26th July 2016)",47823,4.65396035015752,1468,4230,113537,3,8,2016,22,0,58
"34784",1371296,"The Funk Hunters","electronic","The Funk Hunters Present: The Detour Podcast #08",126113,4.93447393313069,4612,768,75379,12,11,2015,22,20,24
"34787",1085337,"Playground Radio","electronic","Louis The Child Playground Radio #017 (ilo ilo Guest Mix)",35483,4.27666611901606,693,3010,10144,13,11,2018,18,1,23
"34788",684209,"Mayan Warrior","electronic","Rebolledo + Barnt - Mayan Warrior Saturday - Burning Man 2014 - Pt.1",97359,5.6970934865054,3574,4706,36437,25,9,2014,21,24,7
"34789",383927,"Good Enuff","danceedm","Havok Roth & AIRWAV - Trust Issues",115171,3.87120101090789,2699,4217,58988,17,5,2017,17,0,7
"34795",616710,"LIL LOTUS","pop","baby its whatever </3 (prod. tothegood)",147269,3.55534806148941,1580,2246,31088,8,9,2016,22,53,59
"34798",1108223,"Protocol Recordings","danceedm","Lush & Simon - Callin'",13298,3.04452243772342,5851,1048,166617,21,5,2018,14,2,28
"34799",326912,"FACT","electronic","FACT mix 594 - Tin Man (Mar '17)",21255,3.85014760171006,229,1192,147595,27,3,2017,14,29,52
"34801",221077,"Disciple ♛ ♜ ♞","dubstep","Fox Stevenson - Saloon [Out Now]",157598,5.61312810638807,4234,5658,141507,10,4,2016,19,2,2
"34807",220861,"Disciple ♛ ♜ ♞","dubstep","Pegboard Nerds & More Plastic - WotS",131210,4.97673374242057,6204,167,141507,18,6,2018,17,32,24
"34809",452547,"Hybrid Trap 🔥","trap","CiDi - Hentai",27156,5.40267738187228,282,3023,106971,1,2,2018,14,46,55
"34810",1098291,"Potion","rbsoul","Arches Feat. Karen Harding : ""New Love""",597328,4.26267987704132,8983,1672,26077,10,4,2015,12,41,37
"34812",693547,"memphis.","trap","IF THESE WALLS COULD TALK",10256,3.04452243772342,4739,5098,6529,1,9,2017,19,39,37
"34816",906898,"More Than Records","trap","Ivan Reys - XTC",275244,4.91998092582813,6132,179,75553,27,10,2015,14,48,39
"34818",433506,"Heartfeldt Radio","danceedm","Sam Feldt - Heartfeldt Radio #50",49492,3.71357206670431,217,2145,23043,24,12,2016,8,0,10
"34825",684177,"Mayan Warrior","electronic","Eduardo Castillo - Mayan Warrior - Tuesday Night - Burning Man - 2016",17199,4.23410650459726,9167,1142,36437,26,10,2016,19,29,39
"34826",568479,"Lazy Syrup Orchestra","electronic","Lazy Syrup Orchestra Live at Basscoast Slay Bay 2016",97792,4.72738781871234,4236,300,6142,29,7,2016,5,50,55
"34837",92486,"Barong Family","danceedm","Fountain Of Youth & Wiwek - No Way",170130,4.62497281328427,3484,4727,157004,12,8,2016,14,1,36
"34843",473130,"Ivy Lab","electronic","Ivy Lab - RinseFM - 19/3/13",16427,3.52636052461616,3828,3681,66412,24,3,2013,19,46,6
"34844",625484,"Lucian","trap","Lucian - Fly By Night (feat. Noé)",1495671,6.03068526026126,3649,4767,120588,11,5,2016,16,56,0
"34846",1360045,"T-Mass","trap","T-Mass - Jungle Heart",147021,4.29045944114839,2802,3795,181298,14,10,2016,20,2,37
"34847",242055,"DJ MAGO FLOW - La Familia DJs Radio","latin","Liro Shaq El Sofoke - Dale Paya - Dembow 2018 - Intro-Outro - Dj Mago Flow - 02",10114,5.15905529921453,3635,1191,6084,19,7,2018,1,9,59
"34853",1060210,"Olosai","danceedm","Ava Max - Sweet But Psycho (Tom Westy Remix)",21003,4.0943445622221,56,2986,21803,21,1,2019,16,37,55
"34854",1144031,"Resident Advisor","ambient","RA.543 Loxy",8824,3.55534806148941,4968,5398,143726,24,10,2016,8,44,5
"34860",693516,"memphis.","trap","DEVOTION",28032,4.58496747867057,46,2180,6529,22,7,2018,22,37,39
"34868",1380020,"Ship Wrek","danceedm","Ship Wrek - Feelin Good ft. Veorra",1521383,5.75890177387728,3702,4797,56092,12,4,2016,18,4,52
"34880",958772,"Ness The Kid","all-music","Ness The Kid - Down N Out (Prod. by FrankGotThePack)",1407064,4.58496747867057,1188,3257,4911,8,12,2018,0,50,8
"34882",1229442,"Robot Heart","electronic","Yentalbeats @ Robot Heart Burning Man 2012",22780,4.31748811353631,7543,4707,154824,12,12,2012,14,59,42
"34884",1492788,"vowl.","electronic","blackout",107488,5.17614973257383,3392,5072,25879,5,5,2017,0,40,55
"34888",31648,"Afterlife","electronic","Kevin De Vries - Aratak",146922,4.47733681447821,7462,5655,62307,25,9,2018,11,27,40
"34900",1432451,"trndmsk","deephouse","Oliver Huntemann - Kiez",93589,3.71357206670431,3351,4699,76211,26,2,2016,12,6,17
"34901",1322568,"Sweet Musique","deephouse","FREE DL : Carlo Whale - Rigel [Sweet Musique]",5265,5.21493575760899,3801,1119,87682,7,11,2017,10,0,28
"34915",463835,"R3HAB - I NEED R3HAB","danceedm","R3HAB - I NEED R3HAB 104",141684,4.24849524204936,2318,4705,195064,22,9,2014,9,26,52
"34918",175181,"DHA AM (Deep House London)","electronic","Premiere: Tim Engelhardt - Reality (Original Mix)",54000,4.18965474202643,1889,3722,143743,6,10,2017,10,40,20
"34919",250163,"DJ ANDERSON DO PARAÍSO","rbsoul","MC PR = = VOU TACAR NESSE BUCETÃO [[DJ ANDERSON DO PARAÍSO]] #TALIBAN",155496,4.18965474202643,4614,3104,51377,21,8,2018,19,7,33
"34923",1519966,"Pantheon Select","trap","LUMBERJVCK - Pantheon, House of the Gods ft. LVNKY",437808,5.52942908751142,1192,3451,191199,12,4,2016,19,11,6
"34927",1074478,"PatrickReza","danceedm","PatrickReza - Fly",188290,4.83628190695148,6130,395,94046,1,3,2017,19,45,33
"34931",972913,"Ninety9Lives","danceedm","Axtasia - Ruby",24941,3.17805383034795,5998,5026,103301,15,12,2016,22,6,9
"34933",438100,"HEXAGON","deephouse","Madison Mars - Put Em Up",314862,4.52178857704904,6413,55,152245,21,10,2016,15,32,40
"34939",438184,"HEXAGON","deephouse","Don Diablo - Hexagon Radio Episode 046",78036,4.969813299576,1470,3764,152245,17,12,2015,16,59,13
"34943",258386,"DJ Isaac","danceedm","Yellow Claw & LNY TNZ - Last Night Ever (DJ Isaac Remix)",253582,4.64439089914137,7093,2445,72214,25,3,2014,12,39,43
"34949",629826,"MAC AYRES","pop","we moved to LA for a month",80740,3.17805383034795,1344,2199,36027,15,10,2017,5,50,34
"34960",39066,"AMTRAC","electronic","Sigur Rós - Heysátan (Amtrac Dub)",363689,4.92725368515721,6533,450,89886,19,9,2016,18,36,2
"34966",1432123,"trndmsk","deephouse","W. - Neighbourhood (Bloody Shelby Vision)",7685,3.89182029811063,3698,5410,76211,27,3,2018,17,1,27
